RX Date/Time,(Mission Status) Flight state [-],(Mission Status) Runtime [ms],(Mission Status) Soft enabled [-],(Mission Status) Armed [-],(Mission Status) BW connected [-],(Mission Status) Camera enabled [-],(RF status) Packet count,(RF status) RSSI [dB],(RF status) CRC error [-],(RF status) Packet delay [ms],(RF status) Selected antenna [-],(Sensor Readings) Temperature [°C],(Sensor Readings) Altitude [m],(Sensor Readings) Pressure [KPa],(Sensor Readings) Battery voltage [V],(Sensor Readings) External Temperature [°C],(GPS) GPS Time,(GPS) Longitude [°N],(GPS) Latitude [°E],(GPS) Altitude [m],(GPS) No. Sats,(Accelerometer) X [m/s^2],(Accelerometer) Y [m/s^2],(Accelerometer) Z [m/s^2],(Gyroscope) X [rad/s],(Gyroscope) Y [rad/s],(Gyroscope) Z [rad/s],(Orientation) w [-],(Orientation) x [-],(Orientation) y [-],(Orientation) z [-]
2021/05/28/ 09:25:53::092,1,2890,0,1,0,0,95,-98,0,25,1,20.25,0,101.980003,8.24,20.25,2890,5.922696,52.394821,0,0,0.957129,11.542976,2.268396,-0.039095,-0.046426,-0.026878,0,-0.046426,-0.039095,2.268396
2021/05/28/ 09:25:53::142,1,2915,0,1,0,0,96,-97,0,25,1,20.25,0,101.980003,8.2,20.25,2915,5.922696,52.394821,0,0,0.622134,9.944571,-0.545564,-0.030543,-0.184481,-0.03543,0,-0.184481,-0.030543,-0.545564
2021/05/28/ 09:25:53::142,1,2940,0,1,0,0,97,-96,0,25,1,20.25,0,101.980003,8.21,20.25,2940,5.922696,52.394821,0,0,-2.201397,8.633304,-1.70369,-0.13439,-0.151495,0.001222,0,-0.151495,-0.13439,-1.70369
2021/05/28/ 09:25:53::150,1,2965,0,1,0,0,98,-95,0,25,1,20.25,0,101.980003,8.21,20.25,2965,5.922696,52.394821,0,0,-0.507278,9.178867,-0.842274,-0.228464,-0.023213,0.073304,0,-0.023213,-0.228464,-0.842274
2021/05/28/ 09:25:53::187,1,2990,0,1,0,0,99,-95,0,25,1,20.25,0,101.980003,8.21,20.25,2990,5.922696,52.394821,0,0,0.430708,10.298709,2.766103,-0.161268,-0.11973,0.087965,0,-0.11973,-0.161268,2.766103
2021/05/28/ 09:25:53::241,1,3015,0,1,0,0,100,-94,0,25,1,20.25,0,101.980003,8.2,20.25,3015,5.922696,52.394821,0,0,0.880559,10.461421,1.761117,-0.133169,-0.238237,0.075747,0,-0.238237,-0.133169,1.761117
2021/05/28/ 09:25:53::241,1,3040,0,1,0,0,101,-95,0,25,1,20.25,0,101.978996,8.21,20.25,3040,5.922696,52.394821,0,0,0.612563,10.317851,0.019143,-0.160047,-0.361632,0.058643,0,-0.361632,-0.160047,0.019143
2021/05/28/ 09:25:53::312,1,3065,0,1,0,0,102,-98,0,25,1,20.25,0,101.978996,8.22,20.25,3065,5.922696,52.394821,0,0,0.803988,9.877572,-2.861816,-0.080634,-0.48014,0.013439,0,-0.48014,-0.080634,-2.861816
2021/05/28/ 09:25:53::313,1,3090,0,1,0,0,103,-98,0,25,1,20.25,0,101.980003,8.22,20.25,3090,5.922696,52.394821,0,0,0.468993,10.279566,-0.382852,-0.081856,-0.393397,-0.019548,0,-0.393397,-0.081856,-0.382852
2021/05/28/ 09:25:53::313,1,3115,0,1,0,0,104,-97,0,25,1,20.25,0,101.980003,8.21,20.25,3115,5.922696,52.394821,0,0,1.177269,10.815558,2.402394,-0.087965,-0.461814,-0.048869,0,-0.461814,-0.087965,2.402394
2021/05/28/ 09:25:53::362,1,3140,0,1,0,0,105,-96,0,25,1,20.25,0,101.978996,8.21,20.25,3140,5.922696,52.394821,0,0,0.459422,10.135997,0.497707,-0.023213,-0.561996,-0.081856,0,-0.561996,-0.023213,0.497707
2021/05/28/ 09:25:53::363,1,3165,0,1,0,0,106,-95,0,25,1,20.25,0,101.980003,8.2,20.25,3165,5.922696,52.394821,0,0,0.248854,10.738988,2.459822,0.040317,-0.552222,-0.114843,0,-0.552222,0.040317,2.459822
2021/05/28/ 09:25:53::411,1,3190,0,1,0,0,107,-96,0,25,1,20.25,0,101.980003,8.22,20.25,3190,5.922696,52.394821,0,0,0.277567,10.174282,2.651248,-0.068417,-0.522901,-0.125838,0,-0.522901,-0.068417,2.651248
2021/05/28/ 09:25:53::411,1,3215,0,1,0,0,108,-96,0,25,1,20.25,0,101.980003,8.21,20.25,3215,5.922696,52.394821,0,0,-0.957129,11.12184,3.474379,0.015882,-0.624304,-0.122173,0,-0.624304,0.015882,3.474379
2021/05/28/ 09:25:53::540,1,3332,0,1,0,0,109,-95,0,117,1,20.25,0,101.980003,8.21,20.25,3332,5.922696,52.394821,0,0,0.976272,9.370294,-0.650848,-0.002443,-0.532674,-0.001222,0,-0.532674,-0.002443,-0.650848
2021/05/28/ 09:25:53::540,1,3357,0,1,0,0,110,-95,0,25,1,20.25,0,101.980003,8.22,20.25,3357,5.922696,52.394821,0,0,1.052842,9.05444,-2.134398,-0.042761,-0.665843,0.034208,0,-0.665843,-0.042761,-2.134398
2021/05/28/ 09:25:53::582,1,3382,0,1,0,0,111,-96,0,25,1,20.25,0,101.980003,8.2,20.25,3382,5.922696,52.394821,0,0,1.636691,9.982856,1.627119,0.052534,-0.419054,0.036652,0,-0.419054,0.052534,1.627119
2021/05/28/ 09:25:53::591,1,3407,0,1,0,0,112,-97,0,25,1,20.25,0,101.980003,8.23,20.25,3407,5.922696,52.394821,0,0,-0.392423,9.848858,2.15354,-0.014661,-0.255342,0.031765,0,-0.255342,-0.014661,2.15354
2021/05/28/ 09:25:53::628,1,3432,0,1,0,0,113,-97,0,25,1,20.25,0,101.980003,8.21,20.25,3432,5.922696,52.394821,0,0,-0.315853,9.676575,1.359123,0.026878,-0.349415,0.043982,0,-0.349415,0.026878,1.359123
2021/05/28/ 09:25:53::676,1,3457,0,1,0,0,114,-97,0,25,1,20.25,0,101.980003,8.21,20.25,3457,5.922696,52.394821,0,0,-0.928415,10.480563,2.852245,0.037874,-0.548557,0.037874,0,-0.548557,0.037874,2.852245
2021/05/28/ 09:25:53::676,1,3482,0,1,0,0,115,-96,0,25,1,20.25,0,101.980003,8.2,20.25,3482,5.922696,52.394821,0,0,-0.315853,9.954143,2.498107,0.0281,-0.616974,0.029322,0,-0.616974,0.0281,2.498107
2021/05/28/ 09:25:53::719,1,3507,0,1,0,0,116,-95,0,25,1,20.25,0,101.980003,8.22,20.25,3507,5.922696,52.394821,0,0,0.851845,9.600004,-1.339981,0.021991,-0.57177,0.032987,0,-0.57177,0.021991,-1.339981
2021/05/28/ 09:25:53::719,1,3532,0,1,0,0,117,-95,0,25,1,20.25,0,101.978996,8.21,20.25,3532,5.922696,52.394821,0,0,0.928415,9.915857,0.191426,0.030543,-0.50824,0.014661,0,-0.50824,0.030543,0.191426
2021/05/28/ 09:25:53::768,1,3557,0,1,0,0,118,-94,0,25,1,20.25,0,101.980003,8.21,20.25,3557,5.922696,52.394821,0,0,1.311267,9.332008,-1.847259,0.046426,-0.509462,-0.003665,0,-0.509462,0.046426,-1.847259
2021/05/28/ 09:25:53::769,1,3582,0,1,0,0,119,-94,0,25,1,20.25,0,101.980003,8.21,20.25,3582,5.922696,52.394821,0,0,-0.497707,9.877572,0.81356,0.06353,-0.434936,-0.010996,0,-0.434936,0.06353,0.81356
2021/05/28/ 09:25:53::816,1,3607,0,1,0,0,120,-93,1,25,1,20.25,0,101.980003,8.21,20.25,3607,5.922696,52.394821,0,0,0.440279,10.758131,3.388237,0.078191,-32.286671,-1.880243,0,-32.286671,0.078191,3.388237
2021/05/28/ 09:25:53::816,1,3632,0,1,0,0,121,-94,0,25,1,20.25,0,101.980003,8.22,20.25,3632,5.922696,52.394821,0,0,-0.019143,9.954143,2.804388,0.089186,-0.620639,-0.026878,0,-0.620639,0.089186,2.804388
2021/05/28/ 09:25:53::860,1,3657,0,1,0,0,122,-94,0,25,1,20.25,0,101.980003,8.21,20.25,3657,5.922696,52.394821,0,0,-0.698704,9.973285,-0.689133,0.090408,-0.718378,-0.040317,0,-0.718378,0.090408,-0.689133
2021/05/28/ 09:25:53::861,1,3682,0,1,0,0,123,-94,0,25,1,20.25,-0.0625,101.980003,8.2,20.25,3682,5.922696,52.394821,-0.0625,0,1.464407,10.260424,-1.502693,0.0562,-0.61453,-0.06353,0,-0.61453,0.0562,-1.502693
2021/05/28/ 09:25:53::916,1,3707,0,1,0,0,124,-93,0,25,1,20.25,0,101.980003,8.21,20.25,3707,5.922696,52.394821,0,0,0.009571,9.686146,2.517249,0.030543,-0.532674,-0.072082,0,-0.532674,0.030543,2.517249
2021/05/28/ 09:25:53::916,1,3732,0,1,0,0,125,-94,0,25,1,20.25,0,101.980003,8.2,20.25,3732,5.922696,52.394821,0,0,-0.9667,10.049855,1.301695,0.006109,-0.5791,-0.058643,0,-0.5791,0.006109,1.301695
2021/05/28/ 09:25:53::968,1,3757,0,1,0,0,126,-93,0,25,1,20.25,0,101.980003,8.21,20.25,3757,5.922696,52.394821,0,0,0.631705,9.762716,-3.101098,-0.050091,-0.564439,-0.045204,0,-0.564439,-0.050091,-3.101098
2021/05/28/ 09:25:53::968,1,3782,0,1,0,0,127,-94,0,25,1,20.25,0,101.980003,8.23,20.25,3782,5.922696,52.394821,0,0,-1.081556,9.925428,0.698704,-0.006109,-0.48747,-0.046426,0,-0.48747,-0.006109,0.698704
2021/05/28/ 09:25:54::025,1,3807,0,1,0,0,128,-93,0,25,1,20.25,0,101.980003,8.22,20.25,3807,5.922696,52.394821,0,0,0.382852,11.236695,1.56012,-0.025656,-0.450819,-0.039095,0,-0.450819,-0.025656,1.56012
2021/05/28/ 09:25:54::025,1,3832,0,1,0,0,129,-93,0,25,1,20.25,0,101.980003,8.21,20.25,3832,5.922696,52.394821,0,0,1.665405,9.370294,-1.923829,0.046426,-0.426384,-0.034208,0,-0.426384,0.046426,-1.923829
2021/05/28/ 09:25:54::075,1,3857,0,1,0,0,130,-93,0,25,1,20.25,0,101.980003,8.22,20.25,3857,5.922696,52.394821,0,0,0.918844,10.777273,4.163511,-0.003665,-0.398284,-0.025656,0,-0.398284,-0.003665,4.163511
2021/05/28/ 09:25:54::075,1,3882,0,1,0,0,131,-93,0,25,1,20.25,0,101.980003,8.22,20.25,3882,5.922696,52.394821,0,0,0.985843,10.078569,2.258825,0.00733,-0.279776,-0.037874,0,-0.279776,0.00733,2.258825
2021/05/28/ 09:25:54::119,1,3907,0,1,0,0,132,-93,0,25,1,20.5,0,101.980003,8.22,20.5,3907,5.922696,52.394821,0,0,1.234697,9.533006,-1.320838,-0.075747,-0.227242,-0.048869,0,-0.227242,-0.075747,-1.320838
2021/05/28/ 09:25:54::119,1,3932,0,1,0,0,133,-93,1,25,1,20.5,0.0625,101.980003,8.21,20.5,3932,5.922696,52.394821,0.0625,0,-0.239282,9.379865,2.392823,-0.051313,-0.189368,-0.0562,0,-0.189368,-0.051313,2.392823
2021/05/28/ 09:25:54::165,1,3957,0,1,0,0,134,-93,0,25,1,20.5,0,101.980003,8.22,20.5,3957,5.922696,52.394821,0,0,-0.928415,9.848858,1.923829,-0.037874,-0.211359,-0.053756,0,-0.211359,-0.037874,1.923829
2021/05/28/ 09:25:54::166,1,3982,0,1,0,0,135,-93,0,25,1,20.5,0,101.980003,8.23,20.5,3982,5.922696,52.394821,0,0,-0.114855,10.183853,-0.047856,0.051313,-0.194255,-0.053756,0,-0.194255,0.051313,-0.047856
2021/05/28/ 09:25:54::213,1,4007,0,1,0,0,136,-93,0,25,1,20.5,0,101.980003,8.2,20.5,4007,5.922696,52.394821,0,0,-0.909273,10.001999,1.445265,0.081856,-0.189368,-0.052534,0,-0.189368,0.081856,1.445265
2021/05/28/ 09:25:54::213,1,4032,0,1,0,0,137,-92,0,25,1,20.5,0,101.980003,8.22,20.5,4032,5.922696,52.394821,0,0,-1.397408,10.403993,2.488536,0.100182,-0.073304,-0.059865,0,-0.073304,0.100182,2.488536
2021/05/28/ 09:25:54::387,1,4174,0,1,0,0,138,-94,0,143,1,20.5,0,101.980003,8.22,20.5,4174,5.922696,52.394821,0,0,0.918844,10.250853,0.382852,0.002443,-0.083078,0.025656,0,-0.083078,0.002443,0.382852
2021/05/28/ 09:25:54::387,1,4199,0,1,0,0,139,-94,0,25,1,20.5,0,101.980003,8.2,20.5,4199,5.922696,52.394821,0,0,-0.784846,9.561719,0.133998,-0.052534,-0.015882,0.0281,0,-0.015882,-0.052534,0.133998
2021/05/28/ 09:25:54::430,1,4224,0,1,0,0,140,-94,0,25,1,20.5,0,101.980003,8.22,20.5,4224,5.922696,52.394821,0,0,0.708275,9.609575,-7.178468,0.026878,-0.037874,0.024435,0,-0.037874,0.026878,-7.178468
2021/05/28/ 09:25:54::430,1,4249,0,1,0,0,141,-94,1,25,1,20.5,0,101.980003,8.21,20.5,4249,5.922696,52.394821,0,0,-0.421137,10.155139,2.584249,-0.014661,-0.013439,0,0,-0.013439,-0.014661,2.584249
2021/05/28/ 09:25:54::479,1,4274,0,1,0,0,142,-93,0,25,1,20.5,0,101.980003,8.22,20.5,4274,5.922696,52.394821,0,0,1.751546,10.595419,-1.40698,-0.097738,0.03543,-0.029322,0,0.03543,-0.097738,-1.40698
2021/05/28/ 09:25:54::479,1,4299,0,1,0,0,143,-93,0,25,1,20.5,0,101.980003,8.2,20.5,4299,5.922696,52.394821,0,0,0.775275,10.346565,2.392823,0.001222,-0.068417,-0.047647,0,-0.068417,0.001222,2.392823
2021/05/28/ 09:25:54::528,1,4324,0,1,0,0,144,-93,0,25,1,20.5,0,101.980003,8.2,20.5,4324,5.922696,52.394821,0,0,-0.153141,9.561719,-5.072784,-0.048869,-0.050091,-0.053756,0,-0.050091,-0.048869,-5.072784
2021/05/28/ 09:25:54::528,1,4349,0,1,0,0,145,-93,0,25,1,20.5,0,101.980003,8.2,20.5,4349,5.922696,52.394821,0,0,-1.569692,9.695718,2.220539,-0.116064,-0.031765,-0.043982,0,-0.031765,-0.116064,2.220539
2021/05/28/ 09:25:54::576,1,4374,0,1,0,0,146,-93,0,25,1,20.5,0,101.981003,8.22,20.5,4374,5.922696,52.394821,0,0,-1.215554,9.446864,1.205983,0.001222,-0.039095,-0.031765,0,-0.039095,0.001222,1.205983
2021/05/28/ 09:25:54::623,1,4399,0,1,0,0,147,-93,0,25,1,20.5,0,101.980003,8.22,20.5,4399,5.922696,52.394821,0,0,0.918844,10.557134,3.034099,-0.081856,0.031765,-0.017104,0,0.031765,-0.081856,3.034099
2021/05/28/ 09:25:54::623,1,4424,0,1,0,0,148,-93,0,25,1,20.5,0,101.980003,8.22,20.5,4424,5.922696,52.394821,0,0,0.401994,9.475577,-1.722832,-0.13439,0.053756,0.004887,0,0.053756,-0.13439,-1.722832
2021/05/28/ 09:25:54::706,1,4449,0,1,0,0,149,-93,0,25,1,20.5,0,101.980003,8.19,20.5,4449,5.922696,52.394821,0,0,1.071985,9.887143,-1.952543,-0.012217,-0.013439,0.026878,0,-0.013439,-0.012217,-1.952543
2021/05/28/ 09:25:54::706,1,4474,0,1,0,0,150,-93,0,25,1,20.5,0,101.980003,8.2,20.5,4474,5.922696,52.394821,0,0,-0.851845,8.470592,2.74696,-0.111177,0.037874,0.03543,0,0.037874,-0.111177,2.74696
2021/05/28/ 09:25:54::707,1,4499,0,1,0,0,151,-93,0,25,1,20.5,0,101.981003,8.23,20.5,4499,5.922696,52.394821,0,0,0.81356,8.939586,-3.962514,-0.074526,0.002443,0.021991,0,0.002443,-0.074526,-3.962514
2021/05/28/ 09:25:54::707,1,4524,0,1,0,0,152,-93,0,25,1,20.5,0,101.980003,8.22,20.5,4524,5.922696,52.394821,0,0,-0.545564,9.934999,2.45025,0.047647,-0.031765,0.006109,0,-0.031765,0.047647,2.45025
2021/05/28/ 09:25:54::763,1,4549,0,1,0,0,153,-91,0,25,1,20.5,0,101.980003,8.23,20.5,4549,5.922696,52.394821,0,0,0.717847,10.691132,-3.771089,-0.067195,0.004887,-0.008552,0,0.004887,-0.067195,-3.771089
2021/05/28/ 09:25:54::763,1,4574,0,1,0,0,154,-93,0,25,1,20.5,0,101.980003,8.22,20.5,4574,5.922696,52.394821,0,0,0.899701,10.451849,1.761117,0.015882,-0.004887,-0.020769,0,-0.004887,0.015882,1.761117
2021/05/28/ 09:25:54::808,1,4599,0,1,0,0,155,-93,0,25,1,20.5,0,101.980003,8.21,20.5,4599,5.922696,52.394821,0,0,-0.028714,9.533006,-0.66999,0.11973,-0.032987,-0.024435,0,-0.032987,0.11973,-0.66999
2021/05/28/ 09:25:54::808,1,4624,0,1,0,0,156,-94,0,25,1,20.5,0,101.980003,8.21,20.5,4624,5.922696,52.394821,0,0,0.354138,10.336994,2.737389,-0.008552,-0.00733,-0.021991,0,-0.00733,-0.008552,2.737389
2021/05/28/ 09:25:54::855,1,4649,0,1,0,0,157,-94,0,25,1,20.5,0,101.980003,8.2,20.5,4649,5.922696,52.394821,0,0,-0.411565,9.896714,5.876772,0.069639,-0.043982,-0.018326,0,-0.043982,0.069639,5.876772
2021/05/28/ 09:25:54::855,1,4674,0,1,0,0,158,-94,0,25,1,20.5,0,101.980003,8.21,20.5,4674,5.922696,52.394821,0,0,1.052842,10.116854,-0.105284,0.080634,-0.086743,-0.006109,0,-0.086743,0.080634,-0.105284
2021/05/28/ 09:25:54::901,1,4699,0,1,0,0,159,-94,0,25,1,20.5,0,101.980003,8.19,20.5,4699,5.922696,52.394821,0,0,-0.239282,9.322437,-0.37328,-0.083078,-0.045204,0.009774,0,-0.045204,-0.083078,-0.37328
2021/05/28/ 09:25:54::961,1,4724,0,1,0,0,160,-93,0,25,1,20.5,0,101.980003,8.2,20.5,4724,5.922696,52.394821,0,0,0.526421,9.868001,-6.45105,0.031765,-0.001222,0.013439,0,-0.001222,0.031765,-6.45105
2021/05/28/ 09:25:54::961,1,4749,0,1,0,0,161,-94,0,25,1,20.5,0,101.980003,8.2,20.5,4749,5.922696,52.394821,0,0,-0.909273,9.801002,2.67039,0.023213,-0.013439,0.018326,0,-0.013439,0.023213,2.67039
2021/05/28/ 09:25:54::961,1,4774,0,1,0,0,162,-94,0,25,1,20.5,0,101.980003,8.24,20.5,4774,5.922696,52.394821,0,0,1.11027,10.145568,-0.803988,-0.111177,-0.050091,0.026878,0,-0.050091,-0.111177,-0.803988
2021/05/28/ 09:25:55::007,1,4799,0,1,0,0,163,-94,0,25,1,20.5,0,101.980003,8.22,20.5,4799,5.922696,52.394821,0,0,1.014557,10.241281,2.459822,0.029322,-0.004887,0.032987,0,-0.004887,0.029322,2.459822
2021/05/28/ 09:25:55::007,1,4824,0,1,0,0,164,-94,0,25,1,20.5,0,101.980003,8.21,20.5,4824,5.922696,52.394821,0,0,0.287139,9.695718,-4.15394,-0.001222,0.029322,0.023213,0,0.029322,-0.001222,-4.15394
2021/05/28/ 09:25:55::064,1,4849,0,1,0,0,165,-93,0,25,1,20.5,0,101.980003,8.22,20.5,4849,5.922696,52.394821,0,0,-1.225125,9.743574,2.59382,-0.080634,-0.015882,0.015882,0,-0.015882,-0.080634,2.59382
2021/05/28/ 09:25:55::163,1,4966,0,1,0,0,166,-93,0,117,1,20.5,0,101.980003,8.23,20.5,4966,5.922696,52.394821,0,0,-0.736989,9.571291,0.449851,0.012217,0.006109,-0.003665,0,0.006109,0.012217,0.449851
2021/05/28/ 09:25:55::200,1,4991,0,1,0,0,167,-92,0,25,1,20.5,0,101.980003,8.22,20.5,4991,5.922696,52.394821,0,0,1.215554,10.241281,2.115255,0.06353,-0.045204,-0.008552,0,-0.045204,0.06353,2.115255
2021/05/28/ 09:25:55::200,1,5016,0,1,0,0,168,-93,0,25,1,20.5,0,101.980003,8.21,20.5,5016,5.922696,52.394821,0,0,0.478565,10.911271,6.173482,-0.009774,0.042761,-0.015882,0,0.042761,-0.009774,6.173482
2021/05/28/ 09:25:55::247,1,5041,0,1,0,0,169,-93,0,25,1,20.5,0,101.980003,8.2,20.5,5041,5.922696,52.394821,0,0,1.579263,9.925428,-1.062413,-0.032987,0.0281,-0.015882,0,0.0281,-0.032987,-1.062413
2021/05/28/ 09:25:55::247,1,5066,0,1,0,0,170,-93,0,25,1,20.5,0,101.980003,8.17,20.5,5066,5.922696,52.394821,0,0,-1.339981,9.427721,1.426122,0.021991,-0.080634,-0.010996,0,-0.080634,0.021991,1.426122
2021/05/28/ 09:25:55::295,1,5116,0,1,0,0,171,-93,0,49,1,20.5,0,101.981003,8.21,20.5,5116,5.922696,52.394821,0,0,0.545564,9.303294,-0.909273,-0.052534,-0.004887,0,0,-0.004887,-0.052534,-0.909273
2021/05/28/ 09:25:55::342,1,5141,0,1,0,0,172,-92,0,25,1,20.5,0,101.980003,8.21,20.5,5141,5.922696,52.394821,0,0,1.40698,9.504292,1.808974,0.002443,0.009774,-0.008552,0,0.009774,0.002443,1.808974
2021/05/28/ 09:25:55::392,1,5166,0,1,0,0,173,-92,0,25,1,20.5,0,101.980003,8.21,20.5,5166,5.922696,52.394821,0,0,-0.81356,9.829716,-0.9667,-0.00733,-0.021991,-0.006109,0,-0.021991,-0.00733,-0.9667
2021/05/28/ 09:25:55::392,1,5191,0,1,0,0,174,-92,1,25,1,20.5,0,101.980003,8.21,20.5,5191,5.922696,52.394821,0,0,-29.958139,37.203606,-1.473979,-0.036652,-0.031765,-0.002443,0,-0.031765,-0.036652,-1.473979
2021/05/28/ 09:25:55::439,1,5216,0,1,0,0,175,-92,0,25,1,20.5,0,101.980003,8.21,20.5,5216,5.922696,52.394821,0,0,0.698704,9.169296,-0.354138,-0.03543,0.001222,0.002443,0,0.001222,-0.03543,-0.354138
2021/05/28/ 09:25:55::439,1,5241,0,1,0,0,176,-93,0,25,1,20.5,0,101.980003,8.23,20.5,5241,5.922696,52.394821,0,0,0.114855,10.432707,0.411565,0.019548,0.024435,-0.00733,0,0.024435,0.019548,0.411565
2021/05/28/ 09:25:55::482,1,5266,0,1,0,0,177,-93,0,25,1,20.5,0,101.978996,8.22,20.5,5266,5.922696,52.394821,0,0,-0.9667,9.973285,-1.368695,0.025656,0.045204,-0.021991,0,0.045204,0.025656,-1.368695
2021/05/28/ 09:25:55::482,1,5291,0,1,0,0,178,-92,1,25,1,13,0.375,94.393997,8.2,13,5291,5.922696,52.394821,0.375,0,1.292124,9.772287,1.828117,-0.024435,0.002443,-0.031765,0,0.002443,-0.024435,1.828117
2021/05/28/ 09:25:55::496,1,5316,0,1,0,0,179,-93,0,25,1,20.5,0,101.980003,8.21,20.5,5316,5.922696,52.394821,0,0,1.052842,10.528419,1.923829,-0.039095,-0.025656,-0.029322,0,-0.025656,-0.039095,1.923829
2021/05/28/ 09:25:55::545,1,5341,0,1,0,0,180,-93,0,25,1,20.5,0,101.980003,8.22,20.5,5341,5.922696,52.394821,0,0,-0.277567,10.365707,0.066999,-0.015882,-0.03543,-0.020769,0,-0.03543,-0.015882,0.066999
2021/05/28/ 09:25:55::545,1,5366,0,1,0,0,181,-93,0,25,1,20.5,0,101.980003,8.2,20.5,5366,5.922696,52.394821,0,0,0.22014,9.293723,0.009571,0.002443,0.031765,-0.015882,0,0.031765,0.002443,0.009571
2021/05/28/ 09:25:55::581,1,5391,0,1,0,0,182,-93,0,25,1,20.5,0,101.980003,8.21,20.5,5391,5.922696,52.394821,0,0,1.043271,10.279566,2.067399,-0.009774,0.032987,-0.009774,0,0.032987,-0.009774,2.067399
2021/05/28/ 09:25:55::633,1,5416,0,1,0,0,183,-93,0,25,1,20.5,0,101.980003,8.22,20.5,5416,5.922696,52.394821,0,0,0.957129,10.681561,1.598405,-0.025656,0.00733,-0.00733,0,0.00733,-0.025656,1.598405
2021/05/28/ 09:25:55::633,1,5441,0,1,0,0,184,-93,0,25,1,20.5,0,101.980003,8.22,20.5,5441,5.922696,52.394821,0,0,-0.880559,9.140582,-1.828117,-0.002443,-0.029322,-0.006109,0,-0.029322,-0.002443,-1.828117
2021/05/28/ 09:25:55::679,1,5466,0,1,0,0,185,-93,0,25,1,20.5,0,101.980003,8.21,20.5,5466,5.922696,52.394821,0,0,0.430708,9.303294,0.334995,0.012217,-0.024435,-0.008552,0,-0.024435,0.012217,0.334995
2021/05/28/ 09:25:55::679,1,5491,0,1,0,0,186,-93,0,25,1,20.5,0,101.980003,8.22,20.5,5491,5.922696,52.394821,0,0,1.378266,10.317851,1.952543,0.004887,0.0281,-0.010996,0,0.0281,0.004887,1.952543
2021/05/28/ 09:25:55::726,1,5516,0,1,0,0,187,-93,0,25,1,20.5,0,101.980003,8.21,20.5,5516,5.922696,52.394821,0,0,-1.167697,9.944571,-1.751546,-0.046426,0.042761,-0.009774,0,0.042761,-0.046426,-1.751546
2021/05/28/ 09:25:55::726,1,5541,0,1,0,0,188,-93,0,25,1,20.5,0,101.980003,8.22,20.5,5541,5.922696,52.394821,0,0,-0.488136,9.159725,-1.11027,-0.025656,0,-0.012217,0,0,-0.025656,-1.11027
2021/05/28/ 09:25:55::771,1,5566,0,1,0,0,189,-93,0,25,1,20.5,0,101.980003,8.22,20.5,5566,5.922696,52.394821,0,0,1.052842,9.255438,1.052842,0.010996,-0.034208,-0.025656,0,-0.034208,0.010996,1.052842
2021/05/28/ 09:25:55::771,1,5591,0,1,0,0,190,-94,0,25,1,20.5,0,101.980003,8.22,20.5,5591,5.922696,52.394821,0,0,-0.153141,10.557134,-0.287139,0.030543,0.010996,-0.031765,0,0.010996,0.030543,-0.287139
2021/05/28/ 09:25:55::820,1,5616,0,1,0,0,191,-93,0,25,1,20.5,0,101.980003,8.22,20.5,5616,5.922696,52.394821,0,0,-0.937986,9.657433,-2.335395,-0.013439,0.076969,-0.034208,0,0.076969,-0.013439,-2.335395
2021/05/28/ 09:25:55::820,1,5641,0,1,0,0,192,-94,0,25,1,20.5,0,101.980003,8.21,20.5,5641,5.922696,52.394821,0,0,-0.153141,9.150154,-1.387837,-0.032987,0.09163,-0.036652,0,0.09163,-0.032987,-1.387837
2021/05/28/ 09:25:55::860,1,5666,0,1,0,0,193,-94,0,25,1,20.5,0,101.980003,8.22,20.5,5666,5.922696,52.394821,0,0,0.708275,10.882557,2.354537,0.004887,0.040317,-0.020769,0,0.040317,0.004887,2.354537
2021/05/28/ 09:25:55::964,1,5783,0,1,0,0,194,-93,0,117,1,20.5,0,101.980003,8.2,20.5,5783,5.922696,52.394821,0,0,0.736989,10.212567,3.617948,-0.006109,0.118508,-0.032987,0,0.118508,-0.006109,3.617948
2021/05/28/ 09:25:56::007,1,5808,0,1,0,0,195,-92,0,25,1,20.5,0,101.980003,8.22,20.5,5808,5.922696,52.394821,0,0,-0.545564,10.298709,-2.134398,0.041539,0.079412,-0.042761,0,0.079412,0.041539,-2.134398
2021/05/28/ 09:25:56::016,1,5833,0,1,0,0,196,-92,0,25,1,20.5,0,101.980003,8.22,20.5,5833,5.922696,52.394821,0,0,0.315853,8.537591,-2.0004,0.041539,0.112399,-0.034208,0,0.112399,0.041539,-2.0004
2021/05/28/ 09:25:56::055,1,5858,0,1,0,0,197,-92,0,25,1,20.5,0,101.980003,8.21,20.5,5858,5.922696,52.394821,0,0,0.842274,8.968299,2.019542,-0.020769,0.136834,-0.026878,0,0.136834,-0.020769,2.019542
2021/05/28/ 09:25:56::101,1,5883,0,1,0,0,198,-92,0,25,1,20.5,0,101.980003,8.21,20.5,5883,5.922696,52.394821,0,0,-1.062413,11.112268,-0.009571,-0.06353,0.130725,-0.020769,0,0.130725,-0.06353,-0.009571
2021/05/28/ 09:25:56::101,1,5908,0,1,0,0,199,-91,0,25,1,20.5,0,101.980003,8.2,20.5,5908,5.922696,52.394821,0,0,-0.162712,9.79143,-1.933401,-0.001222,0.065973,-0.012217,0,0.065973,-0.001222,-1.933401
