RX Date/Time,(Mission Status) Flight state [-],(Mission Status) Runtime [ms],(Mission Status) Soft enabled [-],(Mission Status) Armed [-],(Mission Status) BW connected [-],(Mission Status) Camera enabled [-],(RF status) Packet count,(RF status) RSSI [dB],(RF status) CRC error [-],(RF status) Packet delay [ms],(RF status) Selected antenna [-],(Sensor Readings) Temperature [°C],(Sensor Readings) Altitude [m],(Sensor Readings) Pressure [KPa],(Sensor Readings) Battery voltage [V],(Sensor Readings) External Temperature [°C],(GPS) GPS Time,(GPS) Longitude [°N],(GPS) Latitude [°E],(GPS) Altitude [m],(GPS) No. Sats,(Accelerometer) X [m/s^2],(Accelerometer) Y [m/s^2],(Accelerometer) Z [m/s^2],(Gyroscope) X [rad/s],(Gyroscope) Y [rad/s],(Gyroscope) Z [rad/s],(Orientation) w [-],(Orientation) x [-],(Orientation) y [-],(Orientation) z [-]
2021/05/28/ 09:48:58::190,4,803850,1,1,1,1,28273,-106,0,25,1,44.25,-0.5625,101.988998,7.94,44.25,803850,5.922696,52.394821,-0.5625,0,-0.851845,9.743574,-0.239282,-0.003665,-0.010996,-0.010996,0,-0.010996,-0.003665,-0.239282
2021/05/28/ 09:48:58::214,4,803875,1,1,1,1,28274,-106,0,25,1,44.25,-0.5,101.988998,7.96,44.25,803875,5.922696,52.394821,-0.5,0,-1.081556,9.906285,-0.22014,-0.003665,-0.00733,-0.009774,0,-0.00733,-0.003665,-0.22014
2021/05/28/ 09:48:58::437,4,787504,1,1,1,1,28278,-105,1,25,1,44.25,-0.4375,101.987999,8.25,44.25,787504,5.922696,52.394821,-0.4375,0,-1.129412,9.705289,-0.392423,-0.003665,-0.009774,-0.009774,0,-0.009774,-0.003665,-0.392423
2021/05/28/ 09:48:58::473,4,804117,1,1,1,1,28279,-106,0,25,1,44.25,-0.5,101.987999,7.94,44.25,804117,5.922696,52.394821,-0.5,0,-0.985843,9.695718,0,-0.001222,-0.00733,-0.010996,0,-0.00733,-0.001222,0
2021/05/28/ 09:48:58::514,4,804142,1,1,1,1,28280,-106,1,25,1,44.25,-0.5,101.987999,7.95,44.25,804142,5.922696,52.394821,-0.5,0,-118.272438,10.327422,-0.153141,0,-0.009774,-0.014661,0,-0.009774,0,-0.153141
2021/05/28/ 09:48:58::964,4,804617,1,1,1,1,28285,-105,1,49,1,46.25,-0.5,101.987999,7.94,46.25,804617,5.922696,52.394821,-0.5,0,-1.033699,9.944571,-0.344566,-0.004887,-0.010996,-0.010996,0,-0.010996,-0.004887,-0.344566
2021/05/28/ 09:48:59::042,4,804692,1,1,1,1,28288,-106,1,25,1,44.25,-0.5,101.987999,7.95,44.25,804692,5.922696,52.394821,-0.5,0,-1.081556,9.820144,-0.37328,-0.006109,-0.008552,-0.008552,0,-0.008552,-0.006109,-0.37328
2021/05/28/ 09:48:59::320,4,804834,1,1,1,1,28289,-106,1,143,1,44.25,-0.5,101.987999,7.94,44.25,804834,5.922696,52.394821,-0.5,0,-0.985843,9.801002,-0.51685,-0.003665,-0.012217,-0.010996,0,-0.012217,-0.003665,-0.51685
2021/05/28/ 09:48:59::624,4,805259,1,1,1,1,28293,-106,1,49,1,44.25,-0.5,101.987999,7.96,44.25,805259,5.922696,52.394821,-0.5,0,155.70575,9.762716,-0.306281,-0.003665,-0.008552,-0.010996,0,-0.008552,-0.003665,-0.306281
2021/05/28/ 09:48:59::624,4,805284,1,1,1,1,28294,-106,1,25,1,44.25,-0.5,101.987999,7.96,44.25,805284,5.922696,52.394821,-0.5,0,-1.320838,9.848858,-0.239282,-0.00733,-0.0281,-0.010996,0,-0.0281,-0.00733,-0.239282
2021/05/28/ 09:48:59::658,4,805309,1,1,1,1,28295,-106,0,25,1,44.25,-0.5,101.987999,7.93,44.25,805309,5.922696,52.394821,-0.5,0,-1.129412,9.705289,-0.143569,-0.004887,-0.009774,-0.010996,0,-0.009774,-0.004887,-0.143569
2021/05/28/ 09:48:59::684,4,805334,1,1,1,1,28296,-106,1,25,1,44.25,31.5,101.987999,7.95,44.25,805334,5.922696,52.394821,31.5,0,-0.947558,9.686146,-0.315853,-0.004887,-0.009774,-0.010996,0,-0.009774,-0.004887,-0.315853
2021/05/28/ 09:48:59::703,4,805359,1,1,1,1,28297,-106,0,25,1,44.25,-0.5,101.987999,7.96,44.25,805359,5.922696,52.394821,-0.5,0,-1.138984,9.724431,-0.181855,-0.004887,-0.010996,-0.012217,0,-0.010996,-0.004887,-0.181855
2021/05/28/ 09:48:59::725,4,805384,1,1,1,1,28298,-106,0,25,1,44.25,-0.4375,101.987999,7.96,44.25,805384,5.922696,52.394821,-0.4375,0,-1.081556,9.580862,-0.210568,-0.002443,-0.010996,-0.013439,0,-0.010996,-0.002443,-0.210568
2021/05/28/ 09:49:04::433,4,810086,1,1,1,1,28316,-106,1,25,1,44.25,-0.5625,101.988998,7.95,44.25,810086,5.922696,52.394821,-0.5625,0,-0.9667,9.695718,-0.210568,-0.003665,-0.010996,-0.010996,0,-0.010996,-0.003665,-0.210568
2021/05/28/ 09:49:04::525,4,810161,1,1,1,1,28317,-105,1,75,1,45.75,-0.9375,93.794998,7.93,45.75,810161,5.922696,52.394821,-0.9375,0,-1.091127,9.743574,154.825195,-2.52043,-0.009774,-0.012217,0,-0.009774,-2.52043,154.825195
2021/05/28/ 09:49:04::525,4,810186,1,1,1,1,28318,-106,1,25,1,44.25,-0.5,77.412003,7.93,44.25,810186,5.922696,52.394821,-0.5,0,234.075485,9.657433,-0.421137,-0.003665,-0.012217,-0.095295,0,-0.012217,-0.003665,-0.421137
2021/05/28/ 09:49:04::543,4,808259,1,1,1,1,28319,-106,1,25,1,45.25,-0.5,102.755997,7.96,45.25,808259,5.922696,52.394821,-0.5,0,-0.947558,9.772287,-0.258425,-0.004887,35.018459,-0.009774,0,35.018459,-0.004887,-0.258425
2021/05/28/ 09:49:04::569,4,838908,0,1,1,1,28320,-106,1,25,1,36.25,-0.375,94.307999,2.86,36.25,838908,5.922696,52.394821,-0.375,0,-1.808974,39.098721,-0.009571,-0.003665,-0.094073,-1.258382,0,-0.094073,-0.003665,-0.009571
2021/05/28/ 09:49:04::601,4,810261,1,1,1,1,28321,-106,1,25,1,53.75,-0.9375,102.083,7.95,53.75,810261,5.922696,52.394821,-0.9375,0,-0.9667,9.839287,-0.459422,-0.002443,-0.010996,-0.009774,0,-0.010996,-0.002443,-0.459422
2021/05/28/ 09:49:04::647,4,810311,1,1,1,1,28322,-103,1,51,1,44.25,-9,102.124001,7.95,44.25,810311,5.922696,52.394821,-9,0,-0.976272,9.762716,-0.344566,-0.002443,-0.009774,-0.009774,0,-0.009774,-0.002443,-0.344566
2021/05/28/ 09:49:04::883,4,810528,1,1,1,1,28325,-104,1,117,1,44.25,-0.5625,101.988998,7.95,44.25,810528,5.922696,52.394821,-0.5625,0,-1.129412,9.877572,-0.315853,-0.002443,-0.009774,-0.013439,0,-0.009774,-0.002443,-0.315853
2021/05/28/ 09:49:04::883,4,810553,1,1,1,1,28326,-106,0,25,1,44.25,-0.5,101.987999,7.94,44.25,810553,5.922696,52.394821,-0.5,0,-1.014557,9.820144,-0.29671,-0.002443,-0.008552,-0.010996,0,-0.008552,-0.002443,-0.29671
2021/05/28/ 09:49:04::912,4,810578,1,1,1,1,28327,-106,0,25,1,44.25,-0.5,101.987999,7.93,44.25,810578,5.922696,52.394821,-0.5,0,-0.832702,9.954143,-0.411565,-0.003665,-0.010996,-0.012217,0,-0.010996,-0.003665,-0.411565
2021/05/28/ 09:49:04::947,4,810603,1,1,1,1,28328,-104,0,25,1,44.25,-0.5,101.987999,7.94,44.25,810603,5.922696,52.394821,-0.5,0,-0.89013,9.695718,-0.22014,-0.002443,-0.010996,-0.012217,0,-0.010996,-0.002443,-0.22014
2021/05/28/ 09:49:04::980,4,810628,1,1,1,1,28329,-106,0,25,1,44.25,-0.5,101.987999,7.93,44.25,810628,5.922696,52.394821,-0.5,0,-1.014557,9.762716,-0.172283,-0.002443,-0.010996,-0.008552,0,-0.010996,-0.002443,-0.172283
2021/05/28/ 09:49:05::013,4,810678,1,1,1,1,28330,-106,0,49,1,44.25,-0.5625,101.988998,7.96,44.25,810678,5.922696,52.394821,-0.5625,0,-1.253839,9.944571,-0.153141,-0.001222,-0.010996,-0.012217,0,-0.010996,-0.001222,-0.153141
2021/05/28/ 09:49:05::037,4,810703,1,1,1,1,28331,-106,1,25,1,44.25,-0.5,101.987999,7.94,44.25,810703,5.922696,52.394821,-0.5,0,-1.024128,9.71486,-0.363709,0,-30.143757,-0.11973,0,-30.143757,0,-0.363709
2021/05/28/ 09:49:05::235,4,808855,1,1,1,1,28337,-105,1,49,1,44.25,-0.125,102.595001,7.93,44.25,808855,5.922696,52.394821,-0.125,0,-0.899701,9.829716,-0.315853,-0.008552,-0.009774,-0.009774,0,-0.009774,-0.008552,-0.315853
2021/05/28/ 09:49:05::285,4,810928,1,1,1,1,28338,-106,1,25,1,44.25,-0.5,101.987999,7.96,44.25,810928,5.922696,52.394821,-0.5,0,-0.9667,9.925428,-0.191426,-0.002443,-0.008552,-0.008552,0,-0.008552,-0.002443,-0.191426
2021/05/28/ 09:49:05::285,4,810953,1,1,1,1,28339,-104,1,25,1,44.25,-0.5,101.987999,7.93,44.25,810953,5.922696,52.394821,-0.5,0,-0.851845,9.734002,-0.172283,-0.003665,-0.009774,-0.012217,0,-0.009774,-0.003665,-0.172283
2021/05/28/ 09:49:05::353,4,811003,1,1,1,1,28340,-99,1,51,1,44.25,-0.5,101.987999,7.96,44.25,811003,5.922696,52.394821,-0.5,0,-0.851845,9.753145,-0.22014,-0.002443,-0.009774,-0.012217,0,-0.009774,-0.002443,-0.22014
2021/05/28/ 09:49:05::406,4,811028,1,1,1,1,28341,-106,1,25,1,44.25,-0.5,101.987999,7.94,44.25,811028,5.922696,52.394821,-0.5,0,273.356049,9.839287,-0.07657,-0.002443,-0.009774,-0.010996,0,-0.009774,-0.002443,-0.07657
2021/05/28/ 09:49:05::406,4,811078,1,1,1,1,28342,-106,1,49,1,44.25,-0.4375,101.987999,7.95,44.25,811078,5.922696,52.394821,-0.4375,0,-1.014557,9.638289,-0.363709,-0.004887,-0.009774,-0.010996,0,-0.009774,-0.004887,-0.363709
2021/05/28/ 09:49:05::431,4,811103,1,1,1,1,28343,-106,1,25,1,44.25,-0.5,101.987999,7.96,44.25,811103,5.922696,52.394821,-0.5,0,-1.148555,9.801002,-0.334995,-0.006109,-0.009774,-0.013439,0,-0.009774,-0.006109,-0.334995
2021/05/28/ 09:49:05::527,4,811178,1,1,1,1,28344,-106,0,75,1,44.25,-0.4375,101.987,7.93,44.25,811178,5.922696,52.394821,-0.4375,0,-1.215554,9.762716,-0.334995,-0.008552,-0.009774,-0.012217,0,-0.009774,-0.008552,-0.334995
2021/05/28/ 09:49:05::532,4,811203,1,1,1,1,28345,-106,0,25,1,44.25,-0.5,101.987999,7.96,44.25,811203,5.922696,52.394821,-0.5,0,-1.033699,9.753145,-0.507278,-0.006109,-0.009774,-0.012217,0,-0.009774,-0.006109,-0.507278
2021/05/28/ 09:49:06::037,4,811670,1,1,1,1,28348,-106,0,173,1,44.25,-0.5625,101.988998,7.93,44.25,811670,5.922696,52.394821,-0.5625,0,-1.292124,9.647861,-0.334995,-0.003665,-0.012217,-0.010996,0,-0.012217,-0.003665,-0.334995
2021/05/28/ 09:49:06::038,4,811695,1,1,1,1,28349,-106,0,25,1,44.25,-0.5,101.987999,7.96,44.25,811695,5.922696,52.394821,-0.5,0,-1.11027,9.743574,-0.258425,-0.002443,-0.006109,-0.010996,0,-0.006109,-0.002443,-0.258425
2021/05/28/ 09:49:06::061,4,811720,1,1,1,1,28350,-105,0,25,1,44.25,-0.5,101.987999,7.96,44.25,811720,5.922696,52.394821,-0.5,0,-1.167697,9.810573,-0.468993,-0.004887,-0.010996,-0.009774,0,-0.010996,-0.004887,-0.468993
2021/05/28/ 09:49:06::083,4,813665,1,1,1,1,28351,-106,1,25,1,44.25,-0.5,101.987999,3.15,44.25,813665,5.922696,52.394821,-0.5,0,-1.014557,9.667004,-0.325424,-0.003665,-0.009774,-0.010996,0,-0.009774,-0.003665,-0.325424
2021/05/28/ 09:49:06::113,4,811770,1,1,1,1,28352,-106,0,25,1,44.25,-0.5,101.987999,7.96,44.25,811770,5.922696,52.394821,-0.5,0,-0.918844,9.71486,-0.277567,-0.006109,-0.009774,-0.010996,0,-0.009774,-0.006109,-0.277567
2021/05/28/ 09:49:06::143,4,811795,1,1,1,1,28353,-106,0,25,1,44.25,-0.5,101.987999,7.94,44.25,811795,5.922696,52.394821,-0.5,0,-1.033699,9.829716,-0.047856,-0.002443,-0.010996,-0.009774,0,-0.010996,-0.002443,-0.047856
2021/05/28/ 09:49:06::173,4,811820,1,1,1,1,28354,-106,1,25,1,44.25,-0.5,101.987999,7.95,44.25,811820,5.922696,52.394821,-0.5,0,-0.976272,9.743574,-0.248854,-0.004887,-0.008552,-0.00733,0,-0.008552,-0.004887,-0.248854
2021/05/28/ 09:49:07::008,4,812637,1,1,1,1,28359,-106,0,175,1,44.25,-0.5625,101.988998,7.94,44.25,812637,5.922696,52.394821,-0.5625,0,-1.11027,9.944571,-0.287139,-0.001222,-0.008552,-0.012217,0,-0.008552,-0.001222,-0.287139
2021/05/28/ 09:49:07::008,4,812662,1,1,1,1,28360,-106,0,25,1,44.25,-0.4375,101.987999,7.95,44.25,812662,5.922696,52.394821,-0.4375,0,-1.043271,9.686146,-0.191426,-0.003665,-0.010996,-0.010996,0,-0.010996,-0.003665,-0.191426
2021/05/28/ 09:49:07::059,4,812712,1,1,1,1,28361,-106,0,51,1,44.25,-0.5625,101.988998,7.95,44.25,812712,5.922696,52.394821,-0.5625,0,-1.158126,9.724431,-0.287139,-0.001222,-0.008552,-0.010996,0,-0.008552,-0.001222,-0.287139
2021/05/28/ 09:49:07::105,4,812762,1,1,1,1,28362,-106,0,49,1,44.25,-0.5,101.987999,7.96,44.25,812762,5.922696,52.394821,-0.5,0,-0.995414,9.877572,-0.210568,-0.006109,-0.008552,-0.009774,0,-0.008552,-0.006109,-0.210568
2021/05/28/ 09:49:07::157,4,812812,1,1,1,1,28363,-106,0,51,1,44.25,-0.5625,101.988998,7.93,44.25,812812,5.922696,52.394821,-0.5625,0,-1.18684,9.705289,-0.162712,-0.002443,-0.008552,-0.009774,0,-0.008552,-0.002443,-0.162712
2021/05/28/ 09:49:07::386,4,796334,1,1,1,1,28364,-107,1,241,2,56.25,-0.25,88.547997,7.95,56.25,796334,5.922696,52.394821,-0.25,0,-0.564706,0.133998,-0.181855,-0.002443,27.464502,29.394836,0,27.464502,-0.002443,-0.181855
2021/05/28/ 09:49:07::644,4,813129,1,1,1,1,28365,-107,1,75,2,7.25,491.625,68.424004,7.97,7.25,813129,5.922696,52.394821,491.625,0,-209.228409,6.431907,-0.287139,-0.006109,-0.243124,-0.006109,0,-0.243124,-0.006109,-0.287139
2021/05/28/ 09:49:07::854,4,813479,1,1,1,1,28369,-106,0,125,1,44.25,-0.5,101.987999,7.96,44.25,813479,5.922696,52.394821,-0.5,0,-0.957129,9.676575,-0.200997,-0.006109,-0.008552,-0.012217,0,-0.008552,-0.006109,-0.200997
2021/05/28/ 09:49:07::854,4,813504,1,1,1,1,28370,-106,0,25,1,44.25,-0.5,101.988998,7.93,44.25,813504,5.922696,52.394821,-0.5,0,-0.89013,9.705289,-0.248854,-0.003665,-0.008552,-0.009774,0,-0.008552,-0.003665,-0.248854
2021/05/28/ 09:49:07::922,4,813579,1,1,1,1,28371,-105,1,75,1,44.25,-0.5,101.987999,7.95,44.25,813579,5.922696,52.394821,-0.5,0,-0.976272,9.762716,-0.29671,-0.001222,-0.949285,-0.067195,0,-0.949285,-0.001222,-0.29671
2021/05/28/ 09:49:07::949,4,813604,1,1,1,1,28372,-105,1,25,1,44.25,-0.5,101.987999,7.95,44.25,813604,5.922696,52.394821,-0.5,0,-1.282553,9.71486,-0.363709,-0.002443,19.774929,-3.764152,0,19.774929,-0.002443,-0.363709
2021/05/28/ 09:49:07::989,4,813629,1,1,1,1,28373,-105,0,25,1,44.25,-0.5625,101.988998,7.93,44.25,813629,5.922696,52.394821,-0.5625,0,-1.129412,9.79143,-0.114855,0.001222,-0.009774,-0.010996,0,-0.009774,0.001222,-0.114855
2021/05/28/ 09:49:07::989,4,813654,1,1,1,1,28374,-105,0,25,1,44.25,-0.5625,101.988998,7.95,44.25,813654,5.922696,52.394821,-0.5625,0,-0.9667,9.848858,-0.344566,-0.003665,-0.00733,-0.009774,0,-0.00733,-0.003665,-0.344566
2021/05/28/ 09:49:08::014,4,813679,1,1,1,1,28375,-105,0,25,1,44.25,-0.5,101.987999,7.93,44.25,813679,5.922696,52.394821,-0.5,0,-1.177269,9.915857,-0.401994,-0.002443,-0.008552,-0.010996,0,-0.008552,-0.002443,-0.401994
2021/05/28/ 09:49:08::151,4,813796,1,1,1,1,28376,-105,0,117,1,44.25,-0.5,101.987999,7.95,44.25,813796,5.922696,52.394821,-0.5,0,-1.148555,9.638289,-0.200997,-0.003665,-0.010996,-0.010996,0,-0.010996,-0.003665,-0.200997
2021/05/28/ 09:49:08::151,4,813821,1,1,1,1,28377,-105,0,25,1,44.25,-0.5,101.987999,7.96,44.25,813821,5.922696,52.394821,-0.5,0,-1.215554,9.580862,-0.181855,-0.001222,-0.009774,-0.012217,0,-0.009774,-0.001222,-0.181855
2021/05/28/ 09:49:08::183,4,813846,1,1,1,1,28378,-105,0,25,1,44.25,-0.5,101.987999,7.93,44.25,813846,5.922696,52.394821,-0.5,0,-1.081556,9.762716,-0.162712,-0.002443,-0.008552,-0.012217,0,-0.008552,-0.002443,-0.162712
2021/05/28/ 09:49:08::211,4,813871,1,1,1,1,28379,-103,0,25,1,44.25,-0.5625,101.988998,7.95,44.25,813871,5.922696,52.394821,-0.5625,0,-1.062413,9.734002,-0.325424,-0.006109,-0.009774,-0.012217,0,-0.009774,-0.006109,-0.325424
2021/05/28/ 09:49:08::234,4,813896,1,1,1,1,28380,-106,0,25,1,44.25,-0.5,101.987999,7.95,44.25,813896,5.922696,52.394821,-0.5,0,-1.024128,9.762716,-0.162712,-0.004887,-0.012217,-0.009774,0,-0.012217,-0.004887,-0.162712
2021/05/28/ 09:49:08::254,4,813921,1,1,1,1,28381,-105,0,25,1,44.25,-0.5,101.987999,7.94,44.25,813921,5.922696,52.394821,-0.5,0,-0.995414,9.695718,-0.239282,-0.002443,-0.009774,-0.009774,0,-0.009774,-0.002443,-0.239282
2021/05/28/ 09:49:08::293,4,813946,1,1,1,1,28382,-105,0,25,1,44.25,-0.5,101.987999,7.93,44.25,813946,5.922696,52.394821,-0.5,0,-1.311267,9.561719,-0.334995,-0.004887,-0.010996,-0.009774,0,-0.010996,-0.004887,-0.334995
2021/05/28/ 09:49:08::317,4,813971,1,1,1,1,28383,-105,0,25,1,44.25,-0.5,101.988998,7.93,44.25,813971,5.922696,52.394821,-0.5,0,-1.196411,9.887143,-0.248854,-0.004887,-0.010996,-0.010996,0,-0.010996,-0.004887,-0.248854
2021/05/28/ 09:49:08::342,4,813996,1,1,1,1,28384,-105,0,25,1,44.25,-0.5,101.987999,7.94,44.25,813996,5.922696,52.394821,-0.5,0,-1.043271,9.753145,-0.488136,-0.004887,-0.008552,-0.008552,0,-0.008552,-0.004887,-0.488136
2021/05/28/ 09:49:08::372,4,814021,1,1,1,1,28385,-105,0,25,1,44.25,-0.5625,101.988998,7.94,44.25,814021,5.922696,52.394821,-0.5625,0,-0.89013,9.801002,-0.229711,-0.002443,-0.008552,-0.009774,0,-0.008552,-0.002443,-0.229711
2021/05/28/ 09:49:08::441,4,814096,1,1,1,1,28388,-105,1,25,1,44.25,-0.5,101.987999,7.94,44.25,814096,5.922696,52.394821,-0.5,0,-1.167697,9.734002,-0.411565,-0.004887,-0.008552,-0.012217,0,-0.008552,-0.004887,-0.411565
2021/05/28/ 09:49:08::471,4,814121,1,1,1,1,28389,-105,0,25,1,44.25,-0.4375,101.987999,7.94,44.25,814121,5.922696,52.394821,-0.4375,0,-1.033699,9.801002,-0.37328,-0.002443,-0.008552,-0.012217,0,-0.008552,-0.002443,-0.37328
2021/05/28/ 09:49:08::476,4,814146,1,1,1,1,28390,-104,0,25,1,44.25,-0.5,101.987999,7.93,44.25,814146,5.922696,52.394821,-0.5,0,-0.947558,9.561719,-0.401994,-0.001222,-0.009774,-0.009774,0,-0.009774,-0.001222,-0.401994
2021/05/28/ 09:49:08::503,4,814171,1,1,1,1,28391,-105,0,25,1,44.25,-0.5,101.987999,7.95,44.25,814171,5.922696,52.394821,-0.5,0,-1.043271,9.896714,-0.392423,0,-0.008552,-0.009774,0,-0.008552,0,-0.392423
2021/05/28/ 09:49:08::532,4,814196,1,1,1,1,28392,-105,0,25,1,44.25,-0.4375,101.987999,7.95,44.25,814196,5.922696,52.394821,-0.4375,0,-0.937986,9.676575,-0.229711,-0.002443,-0.008552,-0.010996,0,-0.008552,-0.002443,-0.229711
2021/05/28/ 09:49:08::561,4,814221,1,1,1,1,28393,-105,0,25,1,44.25,-0.5,101.987999,7.94,44.25,814221,5.922696,52.394821,-0.5,0,-1.014557,9.868001,-0.354138,-0.006109,-0.008552,-0.009774,0,-0.008552,-0.006109,-0.354138
2021/05/28/ 09:49:08::586,4,814246,1,1,1,1,28394,-105,0,25,1,44.25,-0.5,101.987999,7.93,44.25,814246,5.922696,52.394821,-0.5,0,-1.024128,9.925428,-0.363709,-0.004887,-0.009774,-0.009774,0,-0.009774,-0.004887,-0.363709
2021/05/28/ 09:49:08::604,4,815036,1,1,1,1,28395,-100,1,25,1,44.25,-0.5625,101.988998,9.86,44.25,815036,5.922696,52.394821,-0.5625,0,-1.014557,9.801002,-0.267996,-0.001222,-0.009774,-0.009774,0,-0.009774,-0.001222,-0.267996
2021/05/28/ 09:49:08::628,4,814296,1,1,1,1,28396,-104,0,25,1,44.25,-0.5,101.987999,7.93,44.25,814296,5.922696,52.394821,-0.5,0,-1.043271,9.475577,-0.258425,-0.00733,-0.008552,-0.009774,0,-0.008552,-0.00733,-0.258425
2021/05/28/ 09:49:08::651,4,814321,1,1,1,1,28397,-105,0,25,1,44.25,-0.5625,101.988998,7.93,44.25,814321,5.922696,52.394821,-0.5625,0,-1.138984,9.600004,-0.172283,-0.004887,-0.009774,-0.010996,0,-0.009774,-0.004887,-0.172283
2021/05/28/ 09:49:08::678,4,847114,1,1,1,1,28398,-104,1,25,1,44.25,-0.5,101.987999,8.28,44.25,847114,5.922696,52.394821,-0.5,0,-1.052842,9.705289,-0.306281,-0.003665,-0.012217,-0.010996,0,-0.012217,-0.003665,-0.306281
2021/05/28/ 09:49:08::705,4,814371,1,1,1,1,28399,-105,1,25,1,44.25,-0.5,101.987999,7.95,44.25,814371,5.922696,52.394821,-0.5,0,-1.004985,9.686146,-0.239282,-0.002443,-0.010996,-0.010996,0,-0.010996,-0.002443,-0.239282
2021/05/28/ 09:49:08::731,4,814396,1,1,1,1,28400,-105,0,25,1,44.25,-0.5,101.987999,7.95,44.25,814396,5.922696,52.394821,-0.5,0,-1.043271,9.877572,-0.153141,-0.003665,-0.013439,-0.010996,0,-0.013439,-0.003665,-0.153141
2021/05/28/ 09:49:08::753,4,814421,1,1,1,1,28401,-105,0,25,1,44.25,-0.5,101.987999,7.95,44.25,814421,5.922696,52.394821,-0.5,0,-1.062413,9.848858,-0.421137,-0.006109,-0.012217,-0.010996,0,-0.012217,-0.006109,-0.421137
2021/05/28/ 09:49:08::780,4,814446,1,1,1,1,28402,-104,0,25,1,44.25,-0.5,101.987999,7.96,44.25,814446,5.922696,52.394821,-0.5,0,-1.052842,9.954143,-0.344566,-0.001222,-0.010996,-0.008552,0,-0.010996,-0.001222,-0.344566
2021/05/28/ 09:49:08::803,4,814471,1,1,1,1,28403,-105,0,25,1,44.25,-0.5,101.987999,7.96,44.25,814471,5.922696,52.394821,-0.5,0,-1.11027,9.772287,-0.181855,-0.003665,-0.00733,-0.010996,0,-0.00733,-0.003665,-0.181855
2021/05/28/ 09:49:08::826,4,814496,1,1,1,1,28404,-105,0,25,1,44.25,-0.5,101.987999,7.95,44.25,814496,5.922696,52.394821,-0.5,0,-1.349552,9.915857,-0.401994,-0.006109,-0.008552,-0.012217,0,-0.008552,-0.006109,-0.401994
2021/05/28/ 09:49:09::044,4,814713,1,1,1,1,28409,-105,1,25,1,44.25,-0.5,101.987999,7.93,44.25,814713,5.922696,52.394821,-0.5,0,-1.799403,9.79143,-0.459422,-0.002443,-0.186925,-0.009774,0,-0.186925,-0.002443,-0.459422
2021/05/28/ 09:49:09::070,4,814738,1,1,1,1,28410,-104,1,25,1,47.25,-0.75,51.816002,7.94,47.25,814738,5.922696,52.394821,-0.75,0,-1.100698,9.686146,-0.344566,-0.003665,-0.00733,-0.012217,0,-0.00733,-0.003665,-0.344566
2021/05/28/ 09:49:09::097,4,814763,1,1,1,1,28411,-103,0,25,1,44.25,-0.5625,101.988998,7.93,44.25,814763,5.922696,52.394821,-0.5625,0,-1.225125,9.762716,-0.239282,-0.003665,-0.010996,-0.009774,0,-0.010996,-0.003665,-0.239282
2021/05/28/ 09:49:09::123,4,814788,1,1,1,1,28412,-105,0,25,1,44.25,-0.5,101.987999,7.93,44.25,814788,5.922696,52.394821,-0.5,0,-0.899701,9.580862,-0.267996,-0.002443,-0.009774,-0.009774,0,-0.009774,-0.002443,-0.267996
2021/05/28/ 09:49:09::199,4,814863,1,1,1,1,28415,-105,0,25,1,44.25,-0.5,101.987999,7.95,44.25,814863,5.922696,52.394821,-0.5,0,-1.052842,9.590433,-0.287139,-0.001222,-0.010996,-0.012217,0,-0.010996,-0.001222,-0.287139
2021/05/28/ 09:49:09::247,4,814888,1,1,1,1,28416,-99,1,25,1,44.25,127.5,101.987999,7.96,44.25,814888,5.922696,52.394821,127.5,0,-1.052842,9.810573,-0.229711,-0.006109,-0.006109,-0.009774,0,-0.006109,-0.006109,-0.229711
2021/05/28/ 09:49:09::247,4,814913,1,1,1,1,28417,-103,1,25,1,44.25,-0.3125,100.969002,7.94,44.25,814913,5.922696,52.394821,-0.3125,0,-1.033699,9.79143,-0.267996,-0.004887,-0.010996,-0.002443,0,-0.010996,-0.004887,-0.267996
2021/05/28/ 09:49:09::272,4,814938,1,1,1,1,28418,-105,0,25,1,44.25,-0.5,101.987999,7.95,44.25,814938,5.922696,52.394821,-0.5,0,-1.004985,9.743574,-0.239282,-0.002443,-0.00733,-0.010996,0,-0.00733,-0.002443,-0.239282
2021/05/28/ 09:49:09::295,4,814963,1,1,1,1,28419,-105,0,25,1,44.25,-0.5,101.987999,7.96,44.25,814963,5.922696,52.394821,-0.5,0,-1.129412,9.753145,-0.22014,-0.003665,-0.009774,-0.012217,0,-0.009774,-0.003665,-0.22014
2021/05/28/ 09:49:09::340,4,814988,1,1,1,1,28420,-105,0,25,1,44.25,-0.5625,101.988998,7.95,44.25,814988,5.922696,52.394821,-0.5625,0,-1.205983,9.590433,-0.258425,-0.002443,-0.008552,-0.010996,0,-0.008552,-0.002443,-0.258425
2021/05/28/ 09:49:09::362,4,815013,1,1,1,1,28421,-105,0,25,1,44.25,-0.5,101.987999,7.93,44.25,815013,5.922696,52.394821,-0.5,0,-1.033699,9.810573,-0.382852,-0.003665,-0.010996,-0.014661,0,-0.010996,-0.003665,-0.382852
2021/05/28/ 09:49:09::391,4,815038,1,1,1,1,28422,-106,0,25,1,44.25,-0.5,101.987999,7.95,44.25,815038,5.922696,52.394821,-0.5,0,-1.253839,9.810573,-0.229711,0,-0.010996,-0.012217,0,-0.010996,0,-0.229711
